"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Георг Август Баур";"Георг Август Баур";"";"";"Георг Август Баур";"Георгу Августу Бауру";"";"Георг Август Баур";"";""
"Георг";"Георг";"";"";"Георг";"Георгу";"";"Георг";"Q66607";"https://www.wikidata.org/wiki/Q66607"
"Эмма Гервег";"Эмма Гервег";"";"";"Эмма Гервег";"Эмме Гервег";"";"Эмма Гервег";"Q1338039";"https://www.wikidata.org/wiki/Q1338039"
"Гиде Мопассан";"Гиде Мопассан";"";"";"Гиде Мопассан";"Гиде Мопассану";"";"Гиде Мопассан";"";""
"Госпожа Зографо";"Госпожа Зографо";"";"";"Госпожа Зографо";"Госпоже Зографо";"";"Госпожа Зографо";"";""
"Гюстав Тудузу";"Гюстав Тудузу";"";"";"Гюстав Тудузу";"Гюставу Тудузу";"";"Гюстав Тудузу";"";""
"Гюстав Флобер";"Гюстав Флобер";"";"";"Гюстав Флобер";"Гюставу Флоберу";"";"Гюстав Флобер";"Q43444";"https://www.wikidata.org/wiki/Q43444"
"Гутников, Д. В.";"Гутников";"Д. В.";"Д. В.";"Гутников";"Гутникову";"";"Гутников, Д. В.";"";""
"Д. В. Стасов и др";"Д. В. Стасов и др";"";"";"Д. В. Стасов и др";"Д. В. Стасову и др";"";"Д. В. Стасов и др";"";""
"Михнев, Д. Д.";"Михнев";"Д. Д.";"Д. Д.";"Михнев";"Михневу";"";"Михнев, Д. Д.";"";""
"Кожанчиков, Д. Е.";"Кожанчиков";"Дмитрий Ефимович";"Д. Е.";"Кожанчиков";"Кожанчикову";"Кожанчиков, Дмитрий Ефимович";"Кожанчиков, Д. Е.";"Q4226264";"https://www.wikidata.org/wiki/Q4226264"
"Колбасины, Д. Е.";"Колбасины";"Д. Е.";"Д. Е.";"Колбасин";"Колбасиным";"";"Колбасин, Д. Е.";"";""
"Колбасины, Е. Я.";"Колбасины";"Елисей Яковлевич";"Е. Я.";"Колбасин";"Колбасиным";"Колбасин, Елисей Яковлевич";"Колбасин, Е. Я.";"";""
"Писарев, Д. И.";"Писарев";"Дмитрий Иванович";"Д. И.";"Писарев";"Писареву";"Писарев, Дмитрий Иванович";"Писарев, Д. И.";"Q378753";"https://www.wikidata.org/wiki/Q378753"
"Яздовская, Д. И.";"Яздовская";"Д. И.";"Д. И.";"Яздовская";"Яздовской";"";"Яздовская, Д. И.";"";""
"Колбасины, Д. Я.";"Колбасины";"Д. Я.";"Д. Я.";"Колбасин";"Колбасиным";"";"Колбасин, Д. Я.";"";""
"Даниил Гарвицу";"Даниил Гарвицу";"";"";"Даниил Гарвицу";"Даниилу Гарвицу";"";"Даниил Гарвицу";"";""
"Данте Габриэль Россетти";"Данте Габриэль Россетти";"";"";"Данте Габриэль Россетти";"Данте Габриэлю Россетти";"";"Данте Габриэль Россетти";"Q186748";"https://www.wikidata.org/wiki/Q186748"
"де Губернатис";"де Губернатис";"";"";"де Губернатис";"де Губернатис";"";"де Губернатис";"Q535810";"https://www.wikidata.org/wiki/Q535810"
"Дезирс Арто-Иадилья";"Дезирс Арто-Иадилья";"";"";"Дезирс Арто-Иадилья";"Дезирс Арто-Иадилья";"";"Дезирс Арто-Иадилья";"";""
"Шоу-Лефёвр, Джону Дж.";"Шоу-Лефёвр";"Джону Дж.";"Джону Дж.";"Шоу-Лефёвр";"Шоу-Лефевру";"";"Шоу-Лефёвр, Джону Дж.";"";""
"Джон Шоу-Лефёвр";"Джон Шоу-Лефёвр";"";"";"Джон Шоу-Лефёвр";"Джону Шоу-Лефевру";"";"Джон Шоу-Лефёвр";"";""
"Джордж Элиот";"Джордж Элиот";"";"";"Джордж Элиот";"Джордж Элиот";"";"Джордж Элиот";"Q131333";"https://www.wikidata.org/wiki/Q131333"
"Джордж Гроув";"Джордж Гроув";"";"";"Джордж Гроув";"Джорджу Гроуву";"";"Джордж Гроув";"Q708101";"https://www.wikidata.org/wiki/Q708101"
"Джорж Элиот";"Джорж Элиот";"";"";"Джорж Элиот";"Джорж Элиот";"";"Джорж Элиот";"";""
"Дюран-Гревиль";"Дюран-Гревиль";"";"";"Дюран-Гревиль";"Дюран-Гревилю";"";"Дюран-Гревиль";"";""
"Карлгоф, Е. А.";"Карлгоф";"Е. А.";"Е. А.";"Карлгоф";"Карлгоф";"";"Карлгоф, Е. А.";"";""
"Лавровская, Е. А.";"Лавровская";"Е. А.";"Е. А.";"Лавровская";"Лавровской";"";"Лавровская, Е. А.";"";""
"Черкасская, Е. А.";"Черкасская";"Е. А.";"Е. А.";"Черкасская";"Черкасской";"";"Черкасская, Е. А.";"";""
", Е. В. А.";"";"Е. В. А.";"Е. В. А.";"";"";"";", Е. В. А.";"";""
"Львова, Е. В.";"Львова";"Е. В.";"Е. В.";"Львова";"Львовой";"";"Львова, Е. В.";"";""
"Ламберт, Е. Е.";"Ламберт";"Елизавета Егоровна";"Е. Е.";"Ламберт";"Ламберт";"Ламберт, Елизавета Егоровна";"Ламберт, Е. Е.";"";""
"Ардов, Е. И.";"Ардов";"Е. И.";"Е. И.";"Ардов";"Ардову";"";"Ардов, Е. И.";"";""
"Рагозин, Е. И.";"Рагозин";"Е. И.";"Е. И.";"Рагозин";"Рагозину";"";"Рагозин, Е. И.";"";""
"Гаршин, Е. М.";"Гаршин";"Е. М.";"Е. М.";"Гаршин";"Гаршину";"";"Гаршин, Е. М.";"";""
"Адлерберг, Е. Н.";"Адлерберг";"Е. Н.";"Е. Н.";"Адлерберг";"Адлерберг";"";"Адлерберг, Е. Н.";"";""
"Васильева, Е. Н.";"Васильева";"Е. Н.";"Е. Н.";"Васильева";"Васильевой";"";"Васильева, Е. Н.";"";""
"Вяземская, Е. П.";"Вяземская";"Е. П.";"Е. П.";"Вяземская";"Вяземской";"";"Вяземская, Е. П.";"";""
"Крюгер, Е. П.";"Крюгер";"Е. П.";"Е. П.";"Крюгер";"Крюгер";"";"Крюгер, Е. П.";"";""
"Кочубей, Е. С.";"Кочубей";"Е. С.";"Е. С.";"Кочубей";"Кочубей";"";"Кочубей, Е. С.";"";""
"Рахманова, Е. С.";"Рахманова";"Е. С.";"Е. С.";"Рахманова";"Рахмановой";"";"Рахманова, Е. С.";"";""
"Сливицкая, Е. Т.";"Сливицкая";"Е. Т.";"Е. Т.";"Сливицкая";"Сливицкой";"";"Сливицкая, Е. Т.";"";""
"Шнейдер, Е. Ф.";"Шнейдер";"Е. Ф.";"Е. Ф.";"Шнейдер";"Шнейдеру";"";"Шнейдер, Е. Ф.";"";""
"Цабель, Е.";"Цабель";"Е.";"Е.";"Цабель";"Цабелю";"";"Цабель, Е.";"";""
"Трубецкая, Е. Э.";"Трубецкая";"Е. Э.";"Е. Э.";"Трубецкая";"Трубецкой";"";"Трубецкая, Е. Э.";"";""
"Карташевская, Е. Я.";"Карташевская";"Е. Я.";"Е. Я.";"Карташевская";"Карташевской";"";"Карташевская, Е. Я.";"";""
"Полонская, Ж. А.";"Полонская";"Ж. А.";"Ж. А.";"Полонская";"Полонской";"";"Полонская, Ж. А.";"";""
"Занд, Ж.";"Занд";"Ж.";"Ж.";"Занд";"Занд";"";"Занд, Ж.";"";""
"Кларси, Ж.";"Кларси";"Ж.";"Ж.";"Кларси";"Кларси";"";"Кларси, Ж.";"";""
"Рейнак, Ж.";"Рейнак";"Ж.";"Ж.";"Рейнак";"Рейнаку";"";"Рейнак, Ж.";"";""
"Турбе, Жанне де";"Турбе";"Жанне де";"Жанне де";"Турбе";"Турбе";"";"Турбе, Жанне де";"";""
"Жерве Шарпантье";"Жерве Шарпантье";"";"";"Жерве Шарпантье";"Жерве Шарпантье";"";"Жерве Шарпантье";"";""
"Жозефина Вертгеймштейн";"Жозефина Вертгеймштейн";"";"";"Жозефина Вертгеймштейн";"Жозефине Вертгеймштейн";"";"Жозефина Вертгеймштейн";"Q94328";"https://www.wikidata.org/wiki/Q94328"
"Жорж Санд";"Жорж Санд";"";"";"Жорж Санд";"Жорж Санд";"";"Жорж Санд";"Q3816";"https://www.wikidata.org/wiki/Q3816"
"Жорж Пуша";"Жорж Пуша";"";"";"Жорж Пуша";"Жоржу Пуше";"";"Жорж Пуша";"";""
"Жорж Шамро";"Жорж Шамро";"";"";"Жорж Шамро";"Жоржу Шамро";"";"Жорж Шамро";"";""
"Жорж Шарпантье";"Жорж Шарпантье";"";"";"Жорж Шарпантье";"Жоржу Шарпантье";"";"Жорж Шарпантье";"Q3102457";"https://www.wikidata.org/wiki/Q3102457"
"Жюльетта Адан";"Жюльетта Адан";"";"";"Жюльетта Адан";"Жюльетте Адан";"";"Жюльетта Адан";"Q270617";"https://www.wikidata.org/wiki/Q270617"
"Жюль Валлес";"Жюль Валлес";"";"";"Жюль Валлес";"Жюлю Валлесу";"";"Жюль Валлес";"Q551597";"https://www.wikidata.org/wiki/Q551597"
"Жюль Кларти";"Жюль Кларти";"";"";"Жюль Кларти";"Жюлю Кларти";"";"Жюль Кларти";"";""
"Жюль Этцель";"Жюль Этцель";"";"";"Жюль Этцель";"Жюлю Этцелю";"";"Жюль Этцель";"Q552619";"https://www.wikidata.org/wiki/Q552619"
"Жюль Этцель и К°";"Жюль Этцель и К°";"";"";"Жюль Этцель и К°";"Жюлю Этцелю и К°";"";"Жюль Этцель и К°";"";""
"Некрасов, И. А.";"Некрасов";"И. А.";"И. А.";"Некрасов";"Некрасову";"";"Некрасов, И. А.";"Q208003";"https://www.wikidata.org/wiki/Q208003"
"Гордеева-Щербинская, И. В.";"Гордеева-Щербинская";"И. В.";"И. В.";"Гордеева-Щербинская";"Гордеевой-Щербинской";"";"Гордеева-Щербинская, И. В.";"";""
"Забелин, И. Е.";"Забелин";"И. Е.";"И. Е.";"Забелин";"Забелину";"";"Забелин, И. Е.";"";""
"Маслов, И. И.";"Маслов";"Иван Ильич";"И. И.";"Маслов";"Маслову";"Маслов, Иван Ильич";"Маслов, И. И.";"Q32362305";"https://www.wikidata.org/wiki/Q32362305"
"Толстой, И. М.";"Толстой";"И. М.";"И. М.";"Толстой";"Толстому";"";"Толстой, И. М.";"";""
"Крамской, И. Н.";"Крамской";"Иван Николаевич";"И. Н.";"Крамской";"Крамскому";"Крамской, Иван Николаевич";"Крамской, И. Н.";"Q207758";"https://www.wikidata.org/wiki/Q207758"
"Клюшников, И. П.";"Клюшников";"Иван Петрович";"И. П.";"Клюшников";"Клюшникову";"Клюшников, Иван Петрович";"Клюшников, И. П.";"Q18533524";"https://www.wikidata.org/wiki/Q18533524"
"Похитонов, И. П.";"Похитонов";"И. П.";"И. П.";"Похитонов";"Похитонову";"";"Похитонов, И. П.";"";""
"Родионов, И. Р.";"Родионов";"И. Р.";"И. Р.";"Родионов";"Родионову";"";"Родионов, И. Р.";"";""
"Тэн, И.";"Тэн";"И.";"И.";"Тэн";"Тэну";"";"Тэн, И.";"Q297726";"https://www.wikidata.org/wiki/Q297726"
"Доливо-Добровольский, И. Ф.";"Доливо-Добровольский";"И. Ф.";"И. Ф.";"Доливо-Добровольский";"Доливо-Добровольскому";"";"Доливо-Добровольский, И. Ф.";"";""
"Миницкий, И. Ф.";"Миницкий";"И. Ф.";"И. Ф.";"Миницкий";"Миницкому";"";"Миницкий, И. Ф.";"";""
"Павловский, И. Я.";"Павловский";"И. Я.";"И. Я.";"Павловский";"Павловскому";"";"Павловский, И. Я.";"";""
"Издатель «Колокола»";"Издатель «Колокола»";"";"";"Издатель «Колокола»";"Издателю «Колокола»";"";"Издатель «Колокола»";"";""
"Издатель «Недели»";"Издатель «Недели»";"";"";"Издатель «Недели»";"Издателю «Недели»";"";"Издатель «Недели»";"";""
"Издатель «Нового времени»";"Издатель «Нового времени»";"";"";"Издатель «Нового времени»";"Издателю «Нового времени»";"";"Издатель «Нового времени»";"";""
"Издатель «Северной пчелы»";"Издатель «Северной пчелы»";"";"";"Издатель «Северной пчелы»";"Издателю «Северной пчелы»";"";"Издатель «Северной пчелы»";"";""
"Издатель «Pall Mail Gazette»";"Издатель «Pall Mail Gazette»";"";"";"Издатель «Pall Mail Gazette»";"Издателю «Pall Mail Gazette»";"";"Издатель «Pall Mail Gazette»";"";""
"Илья Вучетич";"Илья Вучетич";"";"";"Илья Вучетич";"Илье Вучетичу";"";"Илья Вучетич";"";""
"Иоганнес Брамс";"Иоганнес Брамс";"";"";"Иоганнес Брамс";"Иоганнесу Брамсу";"";"Иоганнес Брамс";"Q7294";"https://www.wikidata.org/wiki/Q7294"
"Иоганнес Маннхардт";"Иоганнес Маннхардт";"";"";"Иоганнес Маннхардт";"Иоганнесу Маннхардту";"";"Иоганнес Маннхардт";"";""
"Иозеф Фрич";"Иозеф Фрич";"";"";"Иозеф Фрич";"Иозефу Фричу";"";"Иозеф Фрич";"Q1357129";"https://www.wikidata.org/wiki/Q1357129"
"Ипполит Тэн";"Ипполит Тэн";"";"";"Ипполит Тэн";"Ипполиту Тэну";"";"Ипполит Тэн";"Q297726";"https://www.wikidata.org/wiki/Q297726"
"Йозеф Вейлен";"Йозеф Вейлен";"";"";"Йозеф Вейлен";"Йозефу Вейлену";"";"Йозеф Вейлен";"";""
"Йозеф Энгель";"Йозеф Энгель";"";"";"Йозеф Энгель";"Йозефу Энгелю";"";"Йозеф Энгель";"Q1704534";"https://www.wikidata.org/wiki/Q1704534"
"Кишинский, К. А.";"Кишинский";"К. А.";"К. А.";"Кишинский";"Кишинскому";"";"Кишинский, К. А.";"";""
"Вульф, К. И.";"Вульф";"К. И.";"К. И.";"Вульф";"Вульфу";"";"Вульф, К. И.";"";""
"Случевскохму, К. К.";"Случевскохму";"К. К.";"К. К.";"Случевскохму";"Случевскохму";"";"Случевскохму, К. К.";"";""
"Леонтьев, К. Н.";"Леонтьев";"Константин Николаевич";"К. Н.";"Леонтьев";"Леонтьеву";"Леонтьев, Константин Николаевич";"Леонтьев, К. Н.";"Q542090";"https://www.wikidata.org/wiki/Q542090"
"Камиль Сен-Санс";"Камиль Сен-Санс";"";"";"Камиль Сен-Санс";"Камилю Сен-Сансу";"";"Камиль Сен-Санс";"Q150445";"https://www.wikidata.org/wiki/Q150445"
"Карл Александр Веймарский";"Карл Александр Веймарский";"";"";"Карл Александр Веймарский";"Карлу Александру Веймарскому";"";"Карл Александр Веймарский";"";""
"Карл Мюллер";"Карл Мюллер";"";"";"Карл Мюллер";"Карлу Мюллеру";"";"Карл Мюллер";"Q4310039";"https://www.wikidata.org/wiki/Q4310039"
"Каролина Комманвиль";"Каролина Комманвиль";"";"";"Каролина Комманвиль";"Каролине Комманвиль";"";"Каролина Комманвиль";"";""
"Кати Эккерт";"Кати Эккерт";"";"";"Кати Эккерт";"Кати Эккерт";"";"Кати Эккерт";"";""
"Катюль Мендес";"Катюль Мендес";"";"";"Катюль Мендес";"Катюлю Мендесу";"";"Катюль Мендес";"Q971215";"https://www.wikidata.org/wiki/Q971215"
"Клара Тургенева";"Клара Тургенева";"";"";"Клара Тургенева";"Кларе Тургеневой";"";"Клара Тургенева";"";""
"Клодь Виардо";"Клодь Виардо";"";"";"Клодь Виардо";"Клоди Виардо";"";"Клодь Виардо";"";""
"Клодь и Марианна Виардо";"Клодь и Марианна Виардо";"";"";"Клодь и Марианна Виардо";"Клоди и Марианне Виардо";"";"Клодь и Марианна Виардо";"";""
"Клодь Шамро";"Клодь Шамро";"";"";"Клодь Шамро";"Клоди Шамро";"";"Клодь Шамро";"";""
"Клодь";"Клодь";"";"";"Клодь";"Клоди";"";"Клодь";"";""
"Жанна Шамро";"Жанна Шамро";"";"";"Жанна Шамро";"Жанне Шамро";"";"Жанна Шамро";"";""
"Марианна";"Марианна";"";"";"Марианна";"Марианне";"";"Марианна";"";""
"Поле Виардо";"Поле Виардо";"";"";"Поле Виардо";"Полю Виардо";"";"Поле Виардо";"";""
"клодишамро";"клодишамро";"";"";"клодишамро";"КлодиШамро";"";"клодишамро";"";""
"Комитет Международная литературная ассоциация";"Комитет Международная литературная ассоциация";"";"";"Комитет Международная литературная ассоциация";"Комитету Международной литературной ассоциации";"";"Комитет Международная литературная ассоциация";"";""
"Комманвиль";"Комманвиль";"";"";"Комманвиль";"Комманвиль";"";"Комманвиль";"";""
"Корнелия Маржолен";"Корнелия Маржолен";"";"";"Корнелия Маржолен";"Корнелии Маржолен";"";"Корнелия Маржолен";"";""
"Крестьяне с. Спасское-Лутовиново";"Крестьяне с. Спасское-Лутовиново";"";"";"Крестьяне с. Спасское-Лутовиново";"Крестьянам с. Спасское-Лутовиново";"";"Крестьяне с. Спасское-Лутовиново";"";""
"Ксавье Мармье";"Ксавье Мармье";"";"";"Ксавье Мармье";"Ксавье Мармье";"";"Ксавье Мармье";"Q963467";"https://www.wikidata.org/wiki/Q963467"
"Кутс";"Кутс";"";"";"Кутс";"Кутсу";"";"Кутс";"Q137680";"https://www.wikidata.org/wiki/Q137680"
"Мею, Л. А.";"Мею";"Л. А.";"Л. А.";"Мею";"Мею";"";"Мею, Л. А.";"";""
"Фет, Л. А.";"Фет";"Л. А.";"Л. А.";"Фет";"Фету";"";"Фет, Л. А.";"";""
"Плетнёва, Л. В.";"Плетнёва";"Л. В.";"Л. В.";"Плетнёва";"Плетневой";"";"Плетнёва, Л. В.";"";""
"Виардо, Л.";"Виардо";"Л.";"Л.";"Виардо";"Виардо";"";"Виардо, Л.";"";""
"Добровольский, Л. Л.";"Добровольский";"Л. Л.";"Л. Л.";"Добровольский";"Добровольскому";"";"Добровольский, Л. Л.";"";""
"Жемчужников, Л. М.";"Жемчужников";"Лев Михайлович";"Л. М.";"Жемчужников";"Жемчужникову";"Жемчужников, Лев Михайлович";"Жемчужников, Л. М.";"Q12104421";"https://www.wikidata.org/wiki/Q12104421"
"Ваксель, Л. Н.";"Ваксель";"Л. Н.";"Л. Н.";"Ваксель";"Вакселю";"";"Ваксель, Л. Н.";"";""
"Стечкина, Л. Н.";"Стечкина";"Л. Н.";"Л. Н.";"Стечкина";"Стечкиной";"";"Стечкина, Л. Н.";"";""
"Пич, Л.";"Пич";"Л.";"Л.";"Пич";"Пичу";"";"Пич, Л.";"";""
"Фридлендер, Л.";"Фридлендер";"Л.";"Л.";"Фридлендер";"Фридлендеру";"";"Фридлендер, Л.";"";""
"Стечькина, Л. Я.";"Стечькина";"Л. Я.";"Л. Я.";"Стечькина";"Стечькиной";"";"Стечькина, Л. Я.";"";""
"Леонь Бренн";"Леонь Бренн";"";"";"Леонь Бренн";"Леони Бренн";"";"Леонь Бренн";"";""
"Леон Брету-Лафарг";"Леон Брету-Лафарг";"";"";"Леон Брету-Лафарг";"Леону Брету-Лафаргу";"";"Леон Брету-Лафарг";"";""
"Леопольд Кайслер";"Леопольд Кайслер";"";"";"Леопольд Кайслер";"Леопольду Кайслеру";"";"Леопольд Кайслер";"";""
"Луи Бюлоз";"Луи Бюлоз";"";"";"Луи Бюлоз";"Луи Бюлозу";"";"Луи Бюлоз";"";""
"Луи Виардо";"Луи Виардо";"";"";"Луи Виардо";"Луи Виардо";"";"Луи Виардо";"Q584292";"https://www.wikidata.org/wiki/Q584292"
"Луи Внардо";"Луи Внардо";"";"";"Луи Внардо";"Луи Внардо";"";"Луи Внардо";"";""
"Луи Депра";"Луи Депра";"";"";"Луи Депра";"Луи Депре";"";"Луи Депра";"";""
"Луи Леже";"Луи Леже";"";"";"Луи Леже";"Луи Леже";"";"Луи Леже";"Q2630868";"https://www.wikidata.org/wiki/Q2630868"
"Луи Пома";"Луи Пома";"";"";"Луи Пома";"Луи Поме";"";"Луи Пома";"";""
"Луи";"Луи";"";"";"Луи";"Луи";"";"Луи";"Q2630868";"https://www.wikidata.org/wiki/Q2630868"
"Полина Виардо";"Полина Виардо";"";"";"Полина Виардо";"Полине Виардо";"";"Полина Виардо";"Q122998";"https://www.wikidata.org/wiki/Q122998"
"Людвиг Пич";"Людвиг Пич";"";"";"Людвиг Пич";"Людвигу Пичу";"";"Людвиг Пич";"Q896273";"https://www.wikidata.org/wiki/Q896273"
"Людвиг Ппчу";"Людвиг Ппчу";"";"";"Людвиг Ппчу";"Людвигу Ппчу";"";"Людвиг Ппчу";"";""
"Людвиг Фридлендер";"Людвиг Фридлендер";"";"";"Людвиг Фридлендер";"Людвигу Фридлендеру";"";"Людвиг Фридлендер";"Q77627";"https://www.wikidata.org/wiki/Q77627"
"Милютина, М. А.";"Милютина";"М. А.";"М. А.";"Милютина";"Милютиной";"";"Милютина, М. А.";"";""
"Богаевская, М.";"Богаевская";"М.";"М.";"Богаевская";"Богаевской";"";"Богаевская, М.";"";""
"Пецольд, М. Г.";"Пецольд";"М. Г.";"М. Г.";"Пецольд";"Пецольд";"";"Пецольд, М. Г.";"";""
"Хмыров, М. Д.";"Хмыров";"М. Д.";"М. Д.";"Хмыров";"Хмырову";"";"Хмыров, М. Д.";"";""
"М. дю Кан";"М. дю Кан";"";"";"М. дю Кан";"М. дю Кану";"";"М. дю Кан";"";""
"Гордеева, М. И.";"Гордеева";"М. И.";"М. И.";"Гордеева";"Гордеевой";"";"Гордеева, М. И.";"";""
"Милютина, М. Л.";"Милютина";"М. Л.";"М. Л.";"Милютина";"Милютиной";"";"Милютина, М. Л.";"";""
"Налбандян, М. Л.";"Налбандян";"М. Л.";"М. Л.";"Налбандян";"Налбандяну";"";"Налбандян, М. Л.";"";""
"Антокольский, М. М.";"Антокольский";"М. М.";"М. М.";"Антокольский";"Антокольскому";"";"Антокольский, М. М.";"Q449595";"https://www.wikidata.org/wiki/Q449595"
"Сласюлевич, М. М.";"Сласюлевич";"М. М.";"М. М.";"Сласюлевич";"Сласюлевичу";"";"Сласюлевич, М. М.";"";""
"Зубова, М. Н.";"Зубова";"М. Н.";"М. Н.";"Зубова";"Зубовой";"";"Зубова, М. Н.";"";""
"Спасский, М. Н.";"Спасский";"М. Н.";"М. Н.";"Спасский";"Спасскому";"";"Спасский, М. Н.";"";""
"Толстая, М. Н.";"Толстая";"М. Н.";"М. Н.";"Толстая";"Толстой";"";"Толстая, М. Н.";"";""
"Борисов, М. П.";"Борисов";"М. П.";"М. П.";"Борисов";"Борисову";"";"Борисов, М. П.";"";""
"Драгоманов, М. П.";"Драгоманов";"М. П.";"М. П.";"Драгоманов";"Драгоманову";"";"Драгоманов, М. П.";"Q1359722";"https://www.wikidata.org/wiki/Q1359722"
"Ильин, М. П.";"Ильин";"М. П.";"М. П.";"Ильин";"Ильину";"";"Ильин, М. П.";"";""
"Свистунова, М. П.";"Свистунова";"М. П.";"М. П.";"Свистунова";"Свистуновой";"";"Свистунова, М. П.";"";""
"Тургенева, М. П.";"Тургенева";"М. П.";"М. П.";"Тургенева";"Тургеневой";"";"Тургенева, М. П.";"";""
"Урусова, М. С.";"Урусова";"М. С.";"М. С.";"Урусова";"Урусовой";"";"Урусова, М. С.";"";""
"Корш, М. Ф.";"Корш";"Мария Федоровна";"М. Ф.";"Корш";"Корш";"Корш, Мария Федоровна";"Корш, М. Ф.";"";""
"Соллогуб, М. Ф.";"Соллогуб";"М. Ф.";"М. Ф.";"Соллогуб";"Соллогуб";"";"Соллогуб, М. Ф.";"";""
"М.A. Милютина";"М.A. Милютина";"";"";"М.A. Милютина";"М.A. Милютиной";"";"М.A. Милютина";"";""
"максим/ан Фредро";"максим/ан Фредро";"";"";"максим/ан Фредро";"Максим/ану Фредро";"";"максим/ан Фредро";"";""
"Максимилиан Фредро";"Максимилиан Фредро";"";"";"Максимилиан Фредро";"Максимилиану Фредро";"";"Максимилиан Фредро";"Q17333819";"https://www.wikidata.org/wiki/Q17333819"
"Максим Дюкан";"Максим Дюкан";"";"";"Максим Дюкан";"Максиму Дюкану";"";"Максим Дюкан";"Q918268";"https://www.wikidata.org/wiki/Q918268"
"Мануэль Гарсиа";"Мануэль Гарсиа";"";"";"Мануэль Гарсиа";"Мануэлю Гарсиа";"";"Мануэль Гарсиа";"Q333183";"https://www.wikidata.org/wiki/Q333183"
"Маргарита Шарпантье";"Маргарита Шарпантье";"";"";"Маргарита Шарпантье";"Маргарите Шарпантье";"";"Маргарита Шарпантье";"";""
"Марешаль";"Марешаль";"";"";"Марешаль";"Марешалю";"";"Марешаль";"";""
"Марь Линен";"Марь Линен";"";"";"Марь Линен";"Мари Линен";"";"Марь Линен";"";""
"Марь Рафалович";"Марь Рафалович";"";"";"Марь Рафалович";"Мари Рафалович";"";"Марь Рафалович";"";""
"Мария Иннис";"Мария Иннис";"";"";"Мария Иннис";"Марии Иннис";"";"Мария Иннис";"";""
"Мария Моль";"Мария Моль";"";"";"Мария Моль";"Марии Моль";"";"Мария Моль";"";""
"Мария Пич";"Мария Пич";"";"";"Мария Пич";"Марии Пич";"";"Мария Пич";"";""
"Эбнер-Эшенбах, Марии фон";"Эбнер-Эшенбах";"Марии фон";"Марии фон";"Эбнер-Эшенбах";"Эбнер-Эшенбах";"";"Эбнер-Эшенбах, Марии фон";"";""
"Марко Вовчку";"Марко Вовчку";"";"";"Марко Вовчку";"Марко Вовчку";"";"Марко Вовчку";"";""
"Минна Анштетт";"Минна Анштетт";"";"";"Минна Анштетт";"Минне Анштетт";"";"Минна Анштетт";"";""
"Мишель Леви";"Мишель Леви";"";"";"Мишель Леви";"Мишелю Леви";"";"Мишель Леви";"Q2014719";"https://www.wikidata.org/wiki/Q2014719"
"Морис Санду";"Морис Санду";"";"";"Морис Санду";"Морису Санду";"";"Морис Санду";"";""
"Мориц Гартман";"Мориц Гартман";"";"";"Мориц Гартман";"Морицу Гартману";"";"Мориц Гартман";"Q565133";"https://www.wikidata.org/wiki/Q565133"
"Мориц Гартмап";"Мориц Гартмап";"";"";"Мориц Гартмап";"Морицу Гартмапу";"";"Мориц Гартмап";"";""
"Мориц Нехелес";"Мориц Нехелес";"";"";"Мориц Нехелес";"Морицу Нехелесу";"";"Мориц Нехелес";"";""
"Мррицу Гартман";"Мррицу Гартман";"";"";"Мррицу Гартман";"Мррицу Гартману";"";"Мррицу Гартман";"";""
"Грибовская, Н. А.";"Грибовская";"Н. А.";"Н. А.";"Грибовская";"Грибовской";"";"Грибовская, Н. А.";"";""
"Долгорукий, Н. А.";"Долгорукий";"Н. А.";"Н. А.";"Долгорукий";"Долгорукому";"";"Долгорукий, Н. А.";"";""
"Кашинский, Н. А.";"Кашинский";"Н. А.";"Н. А.";"Кашинский";"Кашинскому";"";"Кашинский, Н. А.";"";""
"Кишинский, Н. А.";"Кишинский";"Н. А.";"Н. А.";"Кишинский";"Кишинскому";"";"Кишинский, Н. А.";"";""
"Кочубей, Н. А.";"Кочубей";"Н. А.";"Н. А.";"Кочубей";"Кочубею";"";"Кочубей, Н. А.";"";""
"Мельгунов, Н. А.";"Мельгунов";"Николай Александрович";"Н. А.";"Мельгунов";"Мельгунову";"Мельгунов, Николай Александрович";"Мельгунов, Н. А.";"Q4289741";"https://www.wikidata.org/wiki/Q4289741"
"Ооновский, Н. А.";"Ооновский";"Н. А.";"Н. А.";"Ооновский";"Ооновскому";"";"Ооновский, Н. А.";"";""
"Орлов, Н. А.";"Орлов";"Н. А.";"Н. А.";"Орлов";"Орлову";"";"Орлов, Н. А.";"";""
"Основский, Н. А.";"Основский";"Н. А.";"Н. А.";"Основский";"Основскому";"";"Основский, Н. А.";"Q4338164";"https://www.wikidata.org/wiki/Q4338164"
"Серно-Соловьевич, Н. А.";"Серно-Соловьевич";"Николай Александрович";"Н. А.";"Серно-Соловьевич";"Серно-Соловьевичу";"Серно-Соловьевич, Николай Александрович";"Серно-Соловьевич, Н. А.";"Q3876929";"https://www.wikidata.org/wiki/Q3876929"
"Юсупов, Н. Б.";"Юсупов";"Н. Б.";"Н. Б.";"Юсупов";"Юсупову";"";"Юсупов, Н. Б.";"";""
"Н. В Ханыков";"Н. В Ханыков";"";"";"Н. В Ханыков";"Н. В Ханыкову";"";"Н. В Ханыков";"";""
