"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Великий князь Александр Николаевич";"Великий князь Александр Николаевич";"";"";"Великий князь Александр Николаевич";"Великому князю Александру Николаевичу";"";"Великий князь Александр Николаевич";"";""
"Великий князь Николай Павлович";"Великий князь Николай Павлович";"";"";"Великий князь Николай Павлович";"Великому князю Николаю Павловичу";"";"Великий князь Николай Павлович";"";""
"Великопольская, С. М.";"Великопольская";"С. М.";"С. М.";"Великопольская";"Великопольской";"";"Великопольская, С. М.";"";""
"Великопольский, И. Е.";"Великопольский";"И. Е.";"И. Е.";"Великопольский";"Великопольскому";"";"Великопольский, И. Е.";"";""
"Величкина, В. М.";"Величкина";"В. М.";"В. М.";"Величкина";"Величкиной";"";"Величкина, В. М.";"";""
"Величковская, С.";"Величковская";"С.";"С.";"Величковская";"Величковская";"Величковская, С.";"Величковская, С.";"";""
"Велланский, Данило Михайлович";"Велланский";"Данило Михайлович";"Д. М.";"Велланский";"Велланский";"Велланский, Данило Михайлович";"Велланский, Д. М.";"";""
"Вельман, Елена Ивановна (Кубе)";"Вельман";"Елена Ивановна (Кубе)";"Е. И.";"Вельман";"Вельман";"Вельман, Елена Ивановна (Кубе)";"Вельман, Е. И.";"";""
"Вельтман, А. Ф.";"Вельтман";"Александр Фомич";"А. Ф.";"Вельтман";"Вельтману";"Вельтман, Александр Фомич";"Вельтман, А. Ф.";"";""
"Вельтман, Александр Фомич";"Вельтман";"Александр Фомич";"А. Ф.";"Вельтман";"Вельтман";"Вельтман, Александр Фомич";"Вельтман, А. Ф.";"";""
"Вельяминов-Зернов, Ф. М.";"Вельяминов-Зернов";"Ф. М.";"Ф. М.";"Вельяминов-Зернов";"Вельяминову-Зернову";"";"Вельяминов-Зернов, Ф. М.";"";""
"Вельяминов, А. А.";"Вельяминов";"А. А.";"А. А.";"Вельяминов";"Вельяминову";"";"Вельяминов, А. А.";"";""
"Венгеров, С. А.";"Венгеров";"С. А.";"С. А.";"Венгеров";"Венгерову";"";"Венгеров, С. А.";"";""
"Вендель Гаррисон";"Вендель Гаррисон";"";"";"Вендель Гаррисон";"Венделю Гаррисону";"";"Вендель Гаррисон";"";""
"Вендрих, Ф. Г.";"Вендрих";"Ф. Г.";"Ф. Г.";"Вендрих";"Вендриху";"";"Вендрих, Ф. Г.";"";""
"Веневитинов, А. В.";"Веневитинов";"Алексей Владимирович";"А. В.";"Веневитинов";"Веневитинову";"Веневитинов, Алексей Владимирович";"Веневитинов, А. В.";"";""
"Веневитинов, Алексей Владимирович";"Веневитинов";"Алексей Владимирович";"А. В.";"Веневитинов";"Веневитинов";"Веневитинов, Алексей Владимирович";"Веневитинов, А. В.";"";""
"Веневитинов, Дмитрий Владимирович";"Веневитинов";"Дмитрий Владимирович";"Д. В.";"Веневитинов";"Веневитинов";"Веневитинов, Дмитрий Владимирович";"Веневитинов, Д. В.";"";""
"Веневитинов, М. А.";"Веневитинов";"М. А.";"М. А.";"Веневитинов";"Веневитинову";"";"Веневитинов, М. А.";"";""
"Веневитинова, А. М.";"Веневитинова";"А. М.";"А. М.";"Веневитинова";"Веневитиновой";"";"Веневитинова, А. М.";"";""
"Венелин, Юрий Иванович";"Венелин";"Юрий Иванович";"Ю. И.";"Венелин";"Венелин";"Венелин, Юрий Иванович";"Венелин, Ю. И.";"";""
"Венкстерн, А. А.";"Венкстерн";"А. А.";"А. А.";"Венкстерн";"Венкстерн";"";"Венкстерн, А. А.";"";""
"Венцель, А. Е.";"Венцель";"А. Е.";"А. Е.";"Венцель";"Венцелю";"";"Венцель, А. Е.";"";""
